date,language,method,GridSize,epsilon,dt,tol,t_iter,solver_iter,dt_out,print,boundary,pathname,elapsed_time(s),mem_allocated(Gb),SLURM_ID,IC_percent_+1
04/07/2025 16:09:08,Julia,NMG,64,0.03001873982572423,5.5e-6,1.0e-5,2000,10000.0,2000,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_2000_,8.697024116,4803.643666,NA,50p
04/07/2025 16:09:10,Julia,NMG,64,0.03001873982572423,5.5e-6,1.0e-5,2000,10000.0,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_,10.410174518,5228.942386,NA,50p
04/07/2025 16:09:13,Julia,NMG,64,0.03001873982572423,5.5e-6,1.0e-5,2000,10000.0,2000,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_2000_,8.18901718,4517.583746,NA,50p
04/07/2025 16:09:08,Julia,NMG,128,0.015009369912862116,5.5e-6,1.0e-5,2000,10000.0,2000,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_2000_,41.157218154,25434.320754,NA,50p
04/07/2025 16:09:09,Julia,NMG,128,0.015009369912862116,5.5e-6,1.0e-5,2000,10000.0,2000,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_2000_,42.144101878,25415.014706,NA,50p
04/07/2025 16:09:09,Julia,NMG,128,0.015009369912862116,5.5e-6,1.0e-5,2000,10000.0,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_,43.139929794,27081.301378,NA,50p
04/07/2025 16:09:16,Julia,NMG,128,0.015009369912862116,5.5e-6,1.0e-5,2000,10000.0,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_,47.055924295,27100.625362,NA,50p
04/07/2025 16:09:33,Julia,NMG,256,0.007504684956431058,5.5e-6,1.0e-5,2000,10000.0,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_,217.487593731,121005.657426,NA,50p
04/07/2025 16:09:33,Julia,NMG,256,0.007504684956431058,5.5e-6,1.0e-5,2000,10000.0,2000,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_2000_,219.042319913,114374.657666,NA,50p
04/07/2025 16:09:33,Julia,NMG,256,0.007504684956431058,5.5e-6,1.0e-5,2000,10000.0,2000,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_2000_,221.355593107,116135.712114,NA,50p
04/07/2025 16:09:34,Julia,NMG,256,0.007504684956431058,5.5e-6,1.0e-5,2000,10000.0,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_10_,242.894254672,122766.69869,NA,50p
04/07/2025 16:09:32,Julia,NMG,512,0.003752342478215529,5.5e-6,1.0e-5,2000,10000.0,2000,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_2000_,473.183401179,431712.563794,NA,50p
04/07/2025 16:09:32,Julia,NMG,512,0.003752342478215529,5.5e-6,1.0e-5,2000,10000.0,2000,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_2000_,526.311164628,482056.892098,NA,50p
04/07/2025 16:09:34,Julia,NMG,512,0.003752342478215529,5.5e-6,1.0e-5,2000,10000.0,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_,1480.059419078,458204.480482,NA,50p
04/07/2025 16:10:00,Julia,NMG,512,0.003752342478215529,5.5e-6,1.0e-5,2000,10000.0,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/NMG_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_10_,1509.25810613,508548.75325,NA,50p
04/08/2025 15:17:46,Julia,SAV,64,0.03001873982572423,5.5e-6,NaN,2000,NaN,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_10_,6.661678557,8656.707235,NA,50p
04/08/2025 15:17:46,Julia,SAV,64,0.03001873982572423,5.5e-6,NaN,2000,NaN,2000,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_periodic_dtout_2000_,6.857282559,8231.366147,NA,50p
04/08/2025 15:17:46,Julia,SAV,64,0.03001873982572423,5.5e-6,NaN,2000,NaN,2000,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_64_neumann_dtout_2000_,17.141725517,32087.688003,NA,50p
04/08/2025 15:17:47,Julia,SAV,128,0.015009369912862116,5.5e-6,NaN,2000,NaN,2000,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_2000_,17.419871907,32034.406467,NA,50p
04/08/2025 15:17:46,Julia,SAV,128,0.015009369912862116,5.5e-6,NaN,2000,NaN,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_periodic_dtout_10_,19.019246539,33700.863907,NA,50p
04/08/2025 15:17:48,Julia,SAV,128,0.015009369912862116,5.5e-6,NaN,2000,NaN,2000,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_2000_,78.039914663,127459.389443,NA,50p
04/08/2025 15:17:48,Julia,SAV,256,0.007504684956431058,5.5e-6,NaN,2000,NaN,2000,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_periodic_dtout_2000_,78.370126591,127246.563651,NA,50p
04/08/2025 15:17:46,Julia,SAV,128,0.015009369912862116,5.5e-6,NaN,2000,NaN,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_128_neumann_dtout_10_,84.153260962,129125.818179,NA,50p
04/08/2025 15:17:47,Julia,SAV,256,0.007504684956431058,5.5e-6,NaN,2000,NaN,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_10_,324.637042763,515577.033347,NA,50p
04/08/2025 15:17:48,Julia,SAV,256,0.007504684956431058,5.5e-6,NaN,2000,NaN,2000,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_256_neumann_dtout_2000_,324.435307565,508946.178627,NA,50p
04/08/2025 15:17:47,Julia,SAV,512,0.003752342478215529,5.5e-6,NaN,2000,NaN,2000,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_2000_,327.158245859,508095.183747,NA,50p
04/08/2025 15:17:48,Julia,SAV,512,0.003752342478215529,5.5e-6,NaN,2000,NaN,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_periodic_dtout_10_,384.633981502,534584.647299,NA,50p
04/08/2025 15:17:47,Julia,SAV,512,0.003752342478215529,5.5e-6,NaN,2000,NaN,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_10_,1836.364895429,2.061382842435e6,NA,50p
04/08/2025 15:17:47,Julia,SAV,512,0.003752342478215529,5.5e-6,NaN,2000,NaN,2000,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_julia/SAV_Julia_2000_dt_5.50e-06_Nx_512_neumann_dtout_2000_,1872.080053399,2.034893296259e6,NA,50p
04/08/2025 16:36:41,Python,SAV,64,0.03001873982572423,5.5e-06,,2000,,2000,False,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_64_periodic_dtout_2000,6.95745062828064,4.370821952819824,NA,50p
04/08/2025 16:36:41,Python,SAV,128,0.015009369912862116,5.5e-06,,2000,,2000,False,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_128_periodic_dtout_2000,22.6184561252594,5.31242561340332,NA,50p
04/08/2025 16:36:41,Python,SAV,64,0.03001873982572423,5.5e-06,,2000,,10,True,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_64_periodic_dtout_10,41.60562753677368,4.420024871826172,NA,50p
04/08/2025 16:36:41,Python,SAV,256,0.007504684956431058,5.5e-06,,2000,,2000,False,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_256_periodic_dtout_2000,93.49067378044128,16.544231414794922,NA,50p
04/08/2025 16:36:41,Python,SAV,128,0.015009369912862116,5.5e-06,,2000,,10,True,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_128_periodic_dtout_10,161.8794825077057,5.4550018310546875,NA,50p
04/08/2025 16:36:41,Python,SAV,512,0.003752342478215529,5.5e-06,,2000,,2000,False,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_512_periodic_dtout_2000,397.59154081344604,66.05628871917725,NA,50p
04/08/2025 16:36:41,Python,SAV,256,0.007504684956431058,5.5e-06,,2000,,10,True,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_256_periodic_dtout_10,652.4076683521271,16.547054290771484,NA,50p
04/08/2025 16:36:41,Python,NMG,64,0.03001873982572423,5.5e-06,1e-05,20,10000.0,10,True,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025NMG_Python_20_dt_5.50e-06_Nx_64_neumann_dtout_10,708.1278102397919,4.200950622558594,NA,50p
04/08/2025 16:36:41,Python,SAV,512,0.003752342478215529,5.5e-06,,2000,,10,True,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_512_periodic_dtout_10,2831.622751712799,66.06996536254883,NA,50p
04/08/2025 16:36:41,Python,NMG,128,0.015009369912862116,5.5e-06,1e-05,20,10000.0,10,True,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025NMG_Python_20_dt_5.50e-06_Nx_128_neumann_dtout_10,3548.320306777954,4.764603614807129,NA,50p
04/08/2025 16:36:41,Python,NMG,256,0.007504684956431058,5.5e-06,1e-05,20,10000.0,10,True,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025NMG_Python_20_dt_5.50e-06_Nx_256_neumann_dtout_10,15583.754562616348,7.016009330749512,NA,50p
04/08/2025 16:36:41,Python,NMG,512,0.003752342478215529,5.5e-06,1e-05,20,10000.0,10,True,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025NMG_Python_20_dt_5.50e-06_Nx_512_neumann_dtout_10,57333.68883681297,26.014580726623535,NA,50p
04/15/2025 13:02:38,Python,SAV,64,0.03001873982572423,5.5e-06,,2000,,2000,False,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_64_neumann_dtout_2000,19.15384602546692,5.312400817871094,3676338_4,50p
04/15/2025 13:02:39,Python,SAV,64,0.03001873982572423,5.5e-06,,2000,,10,True,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_64_neumann_dtout_10,57.607914209365845,5.456565856933594,3676338_1,50p
04/15/2025 13:02:38,Python,SAV,128,0.015009369912862116,5.5e-06,,2000,,2000,False,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_128_neumann_dtout_2000,94.47848749160767,16.539976119995117,3676338_8,50p
04/15/2025 13:02:38,Python,SAV,128,0.015009369912862116,5.5e-06,,2000,,10,True,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_128_neumann_dtout_10,219.4175193309784,16.552471160888672,3676338_5,50p
04/15/2025 13:02:38,Python,SAV,256,0.007504684956431058,5.5e-06,,2000,,2000,False,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_256_neumann_dtout_2000,392.1373198032379,66.0557632446289,3676338_12,50p
04/15/2025 13:02:39,Python,SAV,256,0.007504684956431058,5.5e-06,,2000,,10,True,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_256_neumann_dtout_10,936.992312669754,66.07025051116943,3676338_9,50p
04/15/2025 13:02:39,Python,SAV,512,0.003752342478215529,5.5e-06,,2000,,2000,False,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_512_neumann_dtout_2000,2200.154586315155,264.08657932281494,3676338_16,50p
04/15/2025 13:02:39,Python,SAV,512,0.003752342478215529,5.5e-06,,2000,,10,True,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025SAV_Python_2000_dt_5.50e-06_Nx_512_neumann_dtout_10,4631.378030061722,264.1037425994873,3676338_13,50p
04/15/2025 13:02:39,Python,NMG,64,0.03001873982572423,5.5e-06,1e-05,200,10000.0,200,False,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025NMG_Python_200_dt_5.50e-06_Nx_64_neumann_dtout_200,5420.8765478134155,4.214808464050293,3676338_3,50p
04/15/2025 13:02:38,Python,NMG,128,0.015009369912862116,5.5e-06,1e-05,200,10000.0,200,False,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025NMG_Python_200_dt_5.50e-06_Nx_128_neumann_dtout_200,29294.523072481155,4.785922050476074,3676338_7,50p
17-Apr-2025 16:04:12,MATLAB,SAV,64,0.030019,5.5e-06,NaN,2000,NaN,200,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_64_periodic_n_relax_4_,4.1721,NaN,3743679_7,50p
17-Apr-2025 16:04:14,MATLAB,SAV,128,0.015009,5.5e-06,NaN,2000,NaN,200,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_128_periodic_n_relax_4_,8.8421,NaN,3743679_15,50p
17-Apr-2025 16:04:19,MATLAB,SAV,64,0.030019,5.5e-06,NaN,2000,NaN,200,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_64_neumann_n_relax_4_,10.3925,NaN,3743679_8,50p
17-Apr-2025 16:04:24,MATLAB,SAV,128,0.015009,5.5e-06,NaN,2000,NaN,200,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_128_neumann_n_relax_4_,28.4218,NaN,3743679_16,50p
17-Apr-2025 16:04:43,MATLAB,SAV,256,0.0075047,5.5e-06,NaN,2000,NaN,200,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_256_periodic_n_relax_4_,27.5847,NaN,3743679_23,50p
17-Apr-2025 16:05:16,MATLAB,SAV,256,0.0075047,5.5e-06,NaN,2000,NaN,200,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_256_neumann_n_relax_4_,59.2059,NaN,3743679_24,50p
17-Apr-2025 16:05:28,MATLAB,NMG,64,0.030019,5.5e-06,1e-5,2000,1e4,200,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_64_periodic_n_relax_4_,77.294,NaN,3743679_5,50p
17-Apr-2025 16:05:30,MATLAB,SAV,64,0.030019,5.5e-06,NaN,2000,NaN,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_64_periodic_n_relax_4_,5.0028,NaN,3743679_3,50p
17-Apr-2025 16:05:30,MATLAB,NMG,64,0.030019,5.5e-06,1e-5,2000,1e4,200,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_64_neumann_n_relax_4_,74.9459,NaN,3743679_6,50p
17-Apr-2025 16:05:32,MATLAB,SAV,64,0.030019,5.5e-06,NaN,2000,NaN,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_64_neumann_n_relax_4_,9.7761,NaN,3743679_4,50p
17-Apr-2025 16:05:57,MATLAB,SAV,512,0.0037523,5.5e-06,NaN,2000,NaN,200,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_512_periodic_n_relax_4_,94.7015,NaN,3743679_31,50p
17-Apr-2025 16:06:31,MATLAB,SAV,128,0.015009,5.5e-06,NaN,2000,NaN,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_128_neumann_n_relax_4_,29.6607,NaN,3743679_12,50p
17-Apr-2025 16:06:49,MATLAB,SAV,128,0.015009,5.5e-06,NaN,2000,NaN,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_128_periodic_n_relax_4_,14.1078,NaN,3743679_11,50p
17-Apr-2025 16:06:50,MATLAB,NMG,64,0.030019,5.5e-06,1e-5,2000,1e4,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_64_periodic_n_relax_4_,77.0226,NaN,3743679_1,50p
17-Apr-2025 16:07:02,MATLAB,NMG,64,0.030019,5.5e-06,1e-5,2000,1e4,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_64_neumann_n_relax_4_,76.5926,NaN,3743679_2,50p
17-Apr-2025 16:08:21,MATLAB,SAV,512,0.0037523,5.5e-06,NaN,2000,NaN,200,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_512_neumann_n_relax_4_,249.6136,NaN,3743679_32,50p
17-Apr-2025 16:09:36,MATLAB,SAV,256,0.0075047,5.5e-06,NaN,2000,NaN,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_256_periodic_n_relax_4_,37.2467,NaN,3743679_19,50p
17-Apr-2025 16:10:24,MATLAB,SAV,256,0.0075047,5.5e-06,NaN,2000,NaN,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_256_neumann_n_relax_4_,79.7114,NaN,3743679_20,50p
17-Apr-2025 16:10:51,MATLAB,NMG,128,0.015009,5.5e-06,1e-5,2000,1e4,200,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_128_periodic_n_relax_4_,398.9482,NaN,3743679_13,50p
17-Apr-2025 16:10:53,MATLAB,NMG,128,0.015009,5.5e-06,1e-5,2000,1e4,200,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_128_neumann_n_relax_4_,398.6151,NaN,3743679_14,50p
17-Apr-2025 16:12:54,MATLAB,NMG,128,0.015009,5.5e-06,1e-5,2000,1e4,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_128_periodic_n_relax_4_,405.0273,NaN,3743679_9,50p
17-Apr-2025 16:12:55,MATLAB,NMG,128,0.015009,5.5e-06,1e-5,2000,1e4,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_128_neumann_n_relax_4_,404.794,NaN,3743679_10,50p
17-Apr-2025 16:21:34,MATLAB,SAV,512,0.0037523,5.5e-06,NaN,2000,NaN,10,true,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_512_periodic_n_relax_4_,112.6603,NaN,3743679_27,50p
17-Apr-2025 16:25:42,MATLAB,SAV,512,0.0037523,5.5e-06,NaN,2000,NaN,10,true,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/SAV_MATLAB_2000_dt_5.50e-06_Nx_512_neumann_n_relax_4_,323.013,NaN,3743679_28,50p
17-Apr-2025 16:27:26,MATLAB,NMG,256,0.0075047,5.5e-06,1e-5,2000,1e4,200,false,periodic,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_256_periodic_n_relax_4_,1391.9282,NaN,3743679_21,50p
17-Apr-2025 16:31:51,MATLAB,NMG,256,0.0075047,5.5e-06,1e-5,2000,1e4,200,false,neumann,/project/g_bme-janeslab/SarahG/spinodal_decomp_04_2025/out_MATLAB/NMG_MATLAB_2000_dt_5.50e-06_Nx_256_neumann_n_relax_4_,1657.5591,NaN,3743679_22,50p
